id,pid,ms_subclass,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,utilities,land_slope,exter_qual,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating_qc,electrical,kitchen_qual,functional,fireplace_qu,garage_finish,garage_qual,garage_cond,paved_drive,lot_shape_IR2,lot_shape_Reg,land_contour_Lvl,lot_config_CulDSac,lot_config_Inside,condition_1_PosA,condition_1_PosN,condition_2_PosA,condition_2_PosN,bldg_type_TwnhsE,house_style_2Story,roof_style_Hip,exterior_1st_HdBoard,exterior_1st_MetalSd,exterior_1st_VinylSd,exterior_2nd_HdBoard,exterior_2nd_MetalSd,exterior_2nd_VinylSd,exterior_2nd_Wd Shng,mas_vnr_type_None,mas_vnr_type_Stone,exter_cond_Gd,exter_cond_TA,garage_type_BuiltIn,sale_type_WD ,saleprice
1002,527140090,1.1759494644146673,-1.2460606711399334,-0.7558435228684784,-0.8104432008587537,-0.26726124191242345,-1.6006947246494734,-1.6292607577125269,-0.9983917759061365,-0.17379994829079604,-0.19611613513818404,-0.3229093972985447,-0.6405342591514869,-0.7125243798448703,-0.8495912755977917,0.0,-1.4011422794202075,0.5916079783099617,0.0,-0.25098232205526383,-1.0377490433255416,-0.604707897906952,0.0,-1.2323757543866236,-0.19611613513818374,-1.5953304192527984,-1.2060453783110545,-1.3116151905333324,-0.6435403489587519,-1.361895023990223,1.3719022189581025,5.0990195135927845,-0.4040625623726955,0.0,0.0,1.3294239000659407,0.5619514869490804,4,3,4,4,3,1,6,1,4,5,4,8,3,2,3,3,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,180000
9,527146030,1.1759494644146673,-1.3547638637757273,-0.7563571262891191,-0.8104432008587537,-0.26726124191242345,-1.2643619809488045,-1.1349906402042336,-0.9983917759061365,0.6530000422183163,-0.19611613513818404,-0.7489193906838791,0.03347807457196584,0.059214822652815906,-0.8495912755977917,0.0,-0.9319981425692686,0.5916079783099617,0.0,-0.25098232205526383,-1.0377490433255416,-0.604707897906952,0.0,-1.2323757543866236,-0.19611613513818374,-1.2614240524324487,-1.2060453783110545,-0.4121045640402225,0.4295906665848175,2.075507914789528,-0.3694646002701135,-0.19611613513818404,-0.4040625623726955,0.0,0.0,-1.626589242433622,2.2478059477961296,4,3,4,4,3,1,6,1,5,5,4,8,3,2,3,3,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,236500
1642,527256030,-1.2294017127971524,1.145409566847532,-0.012231370350814303,-0.8104432008587537,-0.26726124191242345,0.5854681094048755,0.5125764181567446,1.9981928802807913,1.3521731885548811,-0.19611613513818404,-0.1921761718152145,1.6662598907625006,1.7686586475401638,-0.8495912755977917,0.0,0.10718134335861777,0.5916079783099617,0.0,-1.9451129959282922,0.9636241116594316,-1.382189480930176,0.0,-0.41079191812887456,-0.19611613513818374,0.5750609650794741,-1.2060453783110545,0.30257511180361824,1.5940519813235843,0.4472644174728039,-0.3694646002701135,-0.19611613513818404,-0.4040625623726955,0.0,0.0,-2.4711644260049255,-0.2809757434744443,4,3,4,5,4,4,6,1,5,5,4,8,4,2,3,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,441929
1636,527210060,-1.2294017127971524,1.1997611631654288,-0.005811327592805232,0.47673129462279595,-0.26726124191242345,0.4173017375545409,0.5125764181567446,-0.3641939650729243,0.7806268863908639,-0.19611613513818404,-0.16738193939596224,0.8877495208028536,0.905638464101891,-0.8495912755977917,0.0,-0.4174529602166258,0.5916079783099617,0.0,-0.25098232205526383,-1.0377490433255416,0.17277368511627209,0.0,0.0,-0.19611613513818374,0.4081077816692993,0.8291561975888502,0.00684559076478759,-0.019449971124903053,-0.20855588005754336,-0.3694646002701135,-0.19611613513818404,-0.4040625623726955,0.0,0.0,0.06256112470898535,-0.2809757434744443,4,3,4,5,3,4,6,1,5,5,4,8,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,377426
1637,527212060,-0.26726124191242445,1.8519803189801922,-0.1623747703181198,-0.8104432008587537,-0.26726124191242345,0.4173017375545409,0.34781971232064673,-0.5354273739978915,0.29416514700854496,-0.19611613513818404,-1.3169327151976584,-1.1316750294615998,-1.1910580072000663,1.1826389267730697,0.0,0.6234080459150273,0.5916079783099617,0.0,1.4431483518177646,0.9636241116594316,0.9502552681394962,0.0,0.8215838362577491,-0.19611613513818374,0.4081077816692993,0.8291561975888502,0.3333802702451631,-0.4608797505683571,-0.6382312474050122,-0.3694646002701135,-0.19611613513818404,-0.4040625623726955,0.0,0.0,0.06256112470898535,-0.2809757434744443,4,3,4,5,3,2,6,1,5,5,5,8,4,3,3,3,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,349265
1015,527252080,1.1759494644146673,-0.21338034109989157,-0.5227531704676958,0.47673129462279595,-0.26726124191242345,0.7536344812552099,0.6773331239928424,-0.4339557242645776,0.38294903860683893,-0.19611613513818404,-0.16061987600889344,0.33390992875102427,0.3192273138169109,-0.8495912755977917,0.0,-0.7739352434151888,0.5916079783099617,0.0,-0.25098232205526383,-1.0377490433255416,-0.604707897906952,0.0,-0.8215838362577491,-0.19611613513818374,0.7420141484896489,-1.2060453783110545,-0.7263171801439801,-0.18688885298276495,-0.2763993591124069,-0.3694646002701135,-0.19611613513818404,-0.4040625623726955,0.0,0.0,0.06256112470898535,0.5619514869490804,4,3,5,5,3,4,6,1,5,5,5,8,4,2,3,3,3,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,334000
16,527216070,-0.26726124191242445,-0.9199510932325518,3.3623143043989674,-0.8104432008587537,-0.26726124191242345,0.08096899385387185,0.018306300648451148,0.9137146237559984,1.089520842576595,-0.19611613513818404,-1.15689721503703,0.1771628743967329,0.2639055071862524,1.495516779280421,0.0,1.8643699562949305,0.5916079783099617,0.0,1.4431483518177646,0.9636241116594316,0.9502552681394962,0.0,1.6431676725154982,-0.19611613513818374,0.07420141484894971,0.8291561975888502,1.0234158193357679,2.454078965411693,-0.5477732753318609,-0.3694646002701135,-0.19611613513818404,2.0594156404801898,0.0,0.0,-0.35972646707666645,2.2478059477961296,4,2,5,4,3,4,5,1,5,5,5,5,4,3,3,3,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,538000
1643,527256040,-1.2294017127971524,0.9280031815759442,-0.03037869121345328,1.7639057901043456,-0.26726124191242345,0.5854681094048755,0.6773331239928424,-0.20564451236462122,0.6012094387859782,-0.19611613513818404,-0.35446569310486575,0.41750835773997963,1.237569303885842,-0.8495912755977917,0.0,-0.21567053576460904,0.5916079783099617,0.0,-0.25098232205526383,-1.0377490433255416,0.17277368511627209,0.0,0.0,-0.19611613513818374,0.7420141484896489,0.8291561975888502,0.30257511180361824,0.45242324138361684,-0.18594138703925553,-0.3694646002701135,-0.19611613513818404,1.6371050914196952,0.0,0.0,1.3294239000659407,-0.2809757434744443,4,3,5,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,455000
1011,527208010,-0.26726124191242445,2.015035107933883,-0.05837007763837283,-0.8104432008587537,-0.26726124191242345,0.4173017375545409,0.34781971232064673,-0.5861631988645486,-1.5000093290403118,-0.19611613513818404,0.9122941814060229,-1.0820384622494075,-1.1799936458739346,1.1162261750616036,0.0,0.5544657175605883,-1.690308509457033,0.0,1.4431483518177646,0.9636241116594316,1.7277368511627202,0.0,0.41079191812887456,-0.19611613513818374,0.4081077816692993,0.8291561975888502,0.049972812582950395,0.08710204460282724,-0.6382312474050122,-0.3694646002701135,-0.19611613513818404,-0.4040625623726955,0.0,0.0,0.06256112470898535,0.5619514869490804,4,3,4,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,355000
1641,527252070,-1.2294017127971524,-0.21338034109989157,-0.5252355870007925,-0.8104432008587537,2.138089935299396,0.7536344812552099,0.6773331239928424,-0.9983917759061365,0.21832890626833554,-0.19611613513818404,-0.6159321440715261,-0.42631328486728876,-0.48570497265917034,-0.8495912755977917,0.0,-1.2632576227113295,0.5916079783099617,0.0,-0.25098232205526383,-1.0377490433255416,-0.604707897906952,0.0,-0.41079191812887456,-0.19611613513818374,0.7420141484896489,-1.2060453783110545,-0.6647068632608903,-0.30866258524302814,-1.361895023990223,-0.3694646002701135,-0.19611613513818404,-0.4040625623726955,0.0,0.0,1.3294239000659407,-0.2809757434744443,4,3,4,4,3,3,6,1,5,5,4,8,4,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,392000
2337,527216050,-0.26726124191242445,0.11272923680749007,-0.04647159839352935,1.7639057901043456,-0.26726124191242345,0.5854681094048755,0.5125764181567446,2.2708979389390724,-1.5296039595730764,-0.19611613513818404,1.4938316326939398,-0.4498253430204325,-0.46634234033843985,1.392208054395918,0.0,1.3027422082368172,-1.690308509457033,0.0,1.4431483518177646,0.9636241116594316,0.17277368511627209,0.0,0.8215838362577491,-0.19611613513818374,0.5750609650794741,0.8291561975888502,-0.2087905183260264,0.08710204460282724,-1.361895023990223,0.5509721470362291,-0.19611613513818404,-0.4040625623726955,0.0,0.0,1.3294239000659407,-1.1239029738979691,4,3,5,5,3,4,1,1,5,5,4,8,4,3,3,3,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,438780
1635,527184110,1.1759494644146673,-1.572170249047315,-0.7795548807880586,-0.8104432008587537,-0.26726124191242345,-2.105193840200477,-2.1235308752208204,-0.9983917759061365,0.18318528251067753,-0.19611613513818404,-0.8142860034255441,-0.7058455317991084,-0.7567818251493971,-0.8495912755977917,0.0,-1.4280466026804763,0.5916079783099617,0.0,-1.9451129959282922,-1.0377490433255416,-1.382189480930176,0.0,-1.6431676725154982,-0.19611613513818374,-2.096189969483323,-1.2060453783110545,-1.1760724933905349,-1.374182742520331,0.08543252918019852,3.1132690381863184,-0.19611613513818404,-0.4040625623726955,0.0,0.0,0.4848487164946372,-0.2809757434744443,4,3,4,4,3,4,6,1,4,5,4,8,3,2,3,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,212000
1000,527127140,1.1759494644146673,-1.2460606711399334,-0.7962469919588822,-0.8104432008587537,-0.26726124191242345,-0.2553637498467972,-0.14645040518764665,-0.9983917759061365,0.603059103194276,-0.19611613513818404,-0.6925688624583057,0.02825317276015613,-0.004405254972441372,-0.8495912755977917,0.0,-0.9706731072559052,0.5916079783099617,0.0,-1.9451129959282922,0.9636241116594316,-2.1596710639534002,0.0,-1.2323757543866236,-0.19611613513818374,-0.2597049519713999,-1.2060453783110545,0.04381178089464142,-1.374182742520331,1.3518441382043174,-0.3694646002701135,-0.19611613513818404,2.223647520670382,0.0,0.0,0.4848487164946372,0.5619514869490804,4,3,4,5,3,3,6,1,5,5,5,8,4,3,3,3,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,286000
1640,527252050,1.1759494644146673,-0.15902874478199464,-0.529858017786559,0.47673129462279595,-0.26726124191242345,0.5854681094048755,0.5125764181567446,-0.4751785819687364,-0.05542142615973745,-0.19611613513818404,0.15268906092529433,0.07788973997234838,0.048150461326684206,-0.8495912755977917,0.0,-0.9387242233843358,0.5916079783099617,0.0,-0.25098232205526383,-1.0377490433255416,-0.604707897906952,0.0,-0.8215838362577491,-0.19611613513818374,0.5750609650794741,-1.2060453783110545,-0.732478211832289,-1.374182742520331,2.346881831008982,-0.3694646002701135,-0.19611613513818404,-0.4040625623726955,0.0,0.0,-1.626589242433622,-0.2809757434744443,4,3,4,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,319900
2335,527214060,-0.26726124191242445,0.9823547778938411,0.1564017527595573,1.7639057901043456,-0.26726124191242345,0.5854681094048755,0.5125764181567446,1.3291141898517524,0.7010913168340589,-0.19611613513818404,-0.23274855213762732,0.6996530555777041,0.7064799602315204,0.4019201344316132,0.0,0.8874067179064159,0.5916079783099617,0.0,-0.25098232205526383,0.9636241116594316,0.9502552681394962,0.0,1.2323757543866236,-0.19611613513818374,0.5750609650794741,0.8291561975888502,0.3765074920633259,0.5285318240462813,-1.361895023990223,-0.3694646002701135,-0.19611613513818404,-0.4040625623726955,0.0,0.0,0.06256112470898535,-1.1239029738979691,4,3,5,5,3,1,6,1,5,5,5,8,4,2,3,3,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,535000
1010,527183060,1.1759494644146673,0.058377640489593124,-0.7083352064592113,-0.8104432008587537,-0.26726124191242345,-2.2733602120508114,-2.288287581056918,-0.9983917759061365,-0.9395610133260813,-0.19611613513818404,0.6102553501169499,-0.6405342591514869,-0.7125243798448703,-0.8495912755977917,0.0,-1.4011422794202075,0.5916079783099617,0.0,-0.25098232205526383,-1.0377490433255416,-0.604707897906952,0.0,-1.2323757543866236,-0.19611613513818374,-2.2631431528934973,-1.2060453783110545,-1.3116151905333324,-1.374182742520331,0.288962966344789,3.461542402031961,-0.19611613513818404,-0.4040625623726955,0.0,0.0,-1.20430165064797,0.5619514869490804,4,2,4,4,3,4,6,1,4,5,4,8,3,2,3,3,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,188500
1638,527216080,-1.2294017127971524,-0.6481931116430671,3.231345432135582,0.47673129462279595,-0.26726124191242345,0.5854681094048755,0.6773331239928424,1.253010452551767,0.5068765539627909,-0.19611613513818404,1.8296807809183568,2.8157382893606373,2.056332042019588,-0.8495912755977917,0.0,0.28205944455036563,0.5916079783099617,0.0,-0.25098232205526383,0.9636241116594316,0.9502552681394962,0.0,0.0,5.099019513592785,0.4081077816692993,0.8291561975888502,2.680733343490881,-1.374182742520331,1.6910615334786347,-0.3694646002701135,-0.19611613513818404,3.373270682001729,0.0,0.0,-0.35972646707666645,-0.2809757434744443,4,3,5,5,3,3,6,1,5,5,4,8,4,3,4,3,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,591587
