id,pid,ms_subclass,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,alley,utilities,land_slope,exter_qual,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating_qc,electrical,kitchen_qual,functional,fireplace_qu,garage_finish,garage_qual,garage_cond,paved_drive,pool_qc,fence,ms_zoning_C (all),ms_zoning_FV,ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,street_Pave,lot_shape_IR2,lot_shape_IR3,lot_shape_Reg,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Feedr,condition_2_Norm,condition_2_PosA,condition_2_PosN,condition_2_RRAn,condition_2_RRNn,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_CompShg,roof_matl_Membran,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CBlock,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_ImStucc,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stone,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,exter_cond_Fa,exter_cond_Gd,exter_cond_Po,exter_cond_TA,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasW,heating_Grav,heating_OthW,heating_Wall,central_air_Y,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,misc_feature_Elev,misc_feature_Gar2,misc_feature_Othr,misc_feature_Shed,misc_feature_TenC,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
1419,906204150,0.06983060265657325,0.8280416778845886,0.34711086631656335,0.6233148820609998,-0.5089231147173413,0.6013500432098604,0.27876310474125415,0.004636439558929458,1.3673835095073843,-0.2830107870867095,-0.39667826784984306,0.9178955017790098,0.915541011007419,1.0973856771926542,-0.106747708766684,1.639492590928012,1.087971920495911,-0.24281984334203655,0.7735226114661854,1.2445211308169444,1.419943814012159,-0.18993854591549297,2.2954517742353735,0.6620024758797637,0.2703940251838566,0.3011349633865639,0.18984500089814396,0.7848248268315785,1.0981457598360367,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-0.43653063715467266,0.17091856261119803,0,4,3,3,4,3,1,6,1,5,5,4,8,5,1,3,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2868,909425120,-0.8560268704969581,0.94618794043407,0.7665949364146436,-0.07694683350497365,1.3092505216015238,-0.52582023636323,0.9479934728189207,-0.5587742229484277,-0.3152942566146877,2.935593222768503,-0.7576295731538116,0.03327713508617803,1.6056925449972537,-0.7747143043018899,-0.106747708766684,0.6183366384780475,-0.811347958871525,-0.24281984334203655,-1.0344983253651114,-0.7534679080102586,-1.0160557241369776,-0.18993854591549297,-0.2651319637693444,0.6620024758797637,0.19652215995089917,0.3011349633865639,-0.011809253615020584,-0.752985014010184,-0.7103579668032565,4.295082893892621,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,0.304920627278112,-1.3618671475697182,0,4,3,3,3,3,1,5,6,5,5,5,8,4,3,3,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1695,528108160,0.06983060265657325,1.5073826875441065,0.7737829323433894,0.6233148820609998,-0.5089231147173413,1.1317831159501384,1.04359781111573,1.433081654602835,-0.9465650028404586,-0.2830107870867095,1.1215731600849748,0.011271703078893658,-0.2248168999937055,1.8114614543248269,-0.106747708766684,1.3299916555329454,-0.811347958871525,-0.24281984334203655,0.7735226114661854,1.2445211308169444,0.20194404493759072,-0.18993854591549297,1.6553058397341942,0.6620024758797637,0.30515725588171894,1.609455793015195,2.1743061873572405,0.7848248268315785,0.21631336420200123,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,0.6756462594945043,-0.5954742924792601,0,4,3,4,5,4,1,1,1,5,5,4,8,4,2,3,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2670,902456015,-0.1616337656318096,0.14870066822507064,-0.9574182409568165,-2.177731980202894,-2.327096751036206,-1.78559878412139,-1.6333236611949358,-0.5587742229484277,-0.9465650028404586,-0.2830107870867095,1.0245674967845333,-0.08335165455242914,-0.3509736320133527,-0.7747143043018899,-0.106747708766684,-0.9409960997225737,-0.811347958871525,-0.24281984334203655,-1.0344983253651114,-0.7534679080102586,-1.0160557241369776,-0.18993854591549297,-0.905277898270524,-0.9092317955756015,-4.0532827928627695,-2.315506695870698,-2.1658433359147327,-0.752985014010184,-0.7103579668032565,1.3803264306385457,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,1.417097523927289,-1.3618671475697182,0,4,3,2,3,2,1,1,1,2,2,2,8,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2137,907200250,0.532759339233339,0.41452975896140376,-0.04343691247861776,-0.7772085490709472,1.3092505216015238,0.17037317160838467,-0.34266509418800756,-0.2685323665052437,0.6636019343232477,-0.2830107870867095,-0.7350701165723136,-0.1383652345706401,-0.3781839075470021,-0.7747143043018899,-0.106747708766684,-0.9626808786356039,-0.811347958871525,-0.24281984334203655,0.7735226114661854,-0.7534679080102586,0.20194404493759072,-0.18993854591549297,-0.2651319637693444,0.6620024758797637,0.24214890024184346,0.3011349633865639,0.4739941777121485,-0.752985014010184,-0.7103579668032565,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-0.06580500493828036,-0.5954742924792601,0,4,3,3,3,5,3,5,1,3,5,3,8,2,1,3,3,3,0,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1794,528456190,-0.8560268704969581,0.41452975896140376,-0.2424891074284977,1.3235765976269733,-0.5089231147173413,1.1649351829964056,1.091399980264135,-0.5587742229484277,-0.8953808882816123,-0.2830107870867095,1.6878155202805756,0.616421083279214,0.43565069705032977,-0.7747143043018899,-0.106747708766684,-0.3141088547822481,-0.811347958871525,-0.24281984334203655,0.7735226114661854,-0.7534679080102586,0.20194404493759072,-0.18993854591549297,-0.2651319637693444,-0.9092317955756015,0.3073299578003353,0.3011349633865639,0.5748213049687309,-0.752985014010184,1.3970719956441844,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,1.7878231561436813,-0.5954742924792601,0,4,3,4,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1498,908154080,-0.8560268704969581,1.9208946064672916,6.828840118165988,-0.7772085490709472,1.3092505216015238,-0.42636403522442795,0.5655761196316826,-0.5587742229484277,-0.9465650028404586,-0.2830107870867095,-1.2764970745282664,-2.327905719295435,6.5752783220064925,-0.7747143043018899,-0.106747708766684,4.578765805412369,-0.811347958871525,-0.24281984334203655,2.581543548297482,1.2445211308169444,2.6379435830867273,-0.18993854591549297,2.935597708736553,2.2332367473351287,0.20304026570674835,0.3011349633865639,0.6939806371810553,-0.752985014010184,4.84967001922829,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,0.304920627278112,0.17091856261119803,0,4,3,3,0,0,0,0,0,3,5,5,8,4,1,3,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1636,527210060,-0.8560268704969581,0.8280416778845886,0.774335855107139,2.0238383131929467,-0.5089231147173413,1.0986310489038709,1.04359781111573,0.5794291356522938,1.7171416256595007,-0.2830107870867095,0.2417543534065514,1.9015383125046215,1.8802689617458976,-0.7747143043018899,-0.106747708766684,0.837155771145897,1.087971920495911,-0.24281984334203655,0.7735226114661854,-0.7534679080102586,0.20194404493759072,-0.18993854591549297,1.0151599052330147,0.6620024758797637,0.30298455396310253,1.609455793015195,0.9322993016057043,0.6726928592702001,0.051903934507520025,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,0.304920627278112,-0.5954742924792601,0,4,3,4,5,3,4,6,1,5,5,4,8,4,3,3,3,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
421,528102040,-0.8560268704969581,1.123407334258292,0.4608286480610781,2.72410002875892,-0.5089231147173413,1.1317831159501384,1.091399980264135,0.7501596394424022,1.5529259247832021,-0.2830107870867095,-0.08535776702517014,1.4130177219429083,1.3756420336673088,-0.7747143043018899,-0.106747708766684,0.43500168948606555,1.087971920495911,-0.24281984334203655,0.7735226114661854,-0.7534679080102586,0.20194404493759072,-0.18993854591549297,0.3750139707318351,0.6620024758797637,0.3095026597189517,1.609455793015195,1.4364349378886156,0.9770510569367988,0.0070649991362978825,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,0.304920627278112,0.9373114177016562,0,4,3,5,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
457,528176030,-0.8560268704969581,1.2415535968077733,0.8994807073024802,2.72410002875892,-0.5089231147173413,1.0654789818576036,0.9957956419673254,3.5956680359442057,3.6301479072963807,-0.2830107870867095,-0.49593987680843443,3.1558479369198307,3.290255966671366,-0.7747143043018899,-0.106747708766684,1.9608215875483674,1.087971920495911,-0.24281984334203655,0.7735226114661854,1.2445211308169444,-1.0160557241369776,-0.18993854591549297,1.0151599052330147,0.6620024758797637,0.3008118520444861,1.609455793015195,2.1834722898351115,1.0571453194806406,2.8020253039424783,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-1.5487075338038496,0.9373114177016562,0,4,2,5,5,3,4,6,1,5,5,5,8,5,3,3,3,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2834,908225180,-0.1616337656318096,-0.058055291236521755,-0.5528630854799772,-1.4774702646369207,1.3092505216015238,-0.7910367727333689,-1.6333236611949358,-0.5587742229484277,-0.9465650028404586,-0.2830107870867095,0.131213016157211,-0.9547667620408904,-1.3305435512247308,-0.04184705935044979,-0.106747708766684,-1.106588956876622,-0.811347958871525,-0.24281984334203655,-1.0344983253651114,-0.7534679080102586,0.20194404493759072,-0.18993854591549297,-0.905277898270524,-0.9092317955756015,0.179140544601968,-1.007185866242067,-0.95133475759681,-0.752985014010184,-0.7103579668032565,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-0.807256269371065,-1.3618671475697182,0,4,3,3,2,3,2,1,1,5,5,3,8,0,1,3,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
517,528456240,-0.8560268704969581,0.5031394558735148,-0.38588041082757785,-0.07694683350497365,-0.5089231147173413,1.2312393170889404,1.1870043185609445,-0.5587742229484277,-0.8889828739617566,-0.2830107870867095,1.4103342043281497,0.35235589919180144,0.1388113275923364,-0.7747143043018899,-0.106747708766684,-0.5506700792880314,-0.811347958871525,-0.24281984334203655,0.7735226114661854,-0.7534679080102586,-1.0160557241369776,-0.18993854591549297,-1.5454238327717034,-0.9092317955756015,0.3116753616375681,0.3011349633865639,0.9322993016057043,-0.752985014010184,0.8141658358182965,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,1.0463718917108966,0.9373114177016562,0,4,3,4,4,3,1,6,1,5,5,4,8,0,3,3,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1566,914467050,0.06983060265657325,-1.7121029669292611,0.20169217945040105,0.6233148820609998,-0.5089231147173413,0.8002624454874646,0.6133782887800874,-0.5587742229484277,-0.9465650028404586,-0.2830107870867095,0.7764134743880549,-0.32541140663255724,-0.6230763873498466,1.3628151601398106,-0.106747708766684,0.6360787303159813,-0.811347958871525,-0.24281984334203655,0.7735226114661854,1.2445211308169444,0.20194404493759072,-0.18993854591549297,1.0151599052330147,0.6620024758797637,0.28343023669555495,1.609455793015195,1.5739264750566824,1.7940125348839853,-0.2320759895102202,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,1.0463718917108966,0.17091856261119803,0,4,3,3,4,3,2,1,1,5,5,4,8,3,1,3,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1439,907187030,0.06983060265657325,-0.028518725599151414,-0.19014575246019594,0.6233148820609998,-0.5089231147173413,0.8665665795799994,0.7089826270768969,-0.5587742229484277,-0.9465650028404586,-0.2830107870867095,0.7087351046435608,-0.3914277026544104,-0.697286229714345,1.2077855506308521,-0.106747708766684,0.44682975071135467,-0.811347958871525,-0.24281984334203655,0.7735226114661854,1.2445211308169444,0.20194404493759072,-0.18993854591549297,1.0151599052330147,-0.9092317955756015,0.28777564053278776,0.3011349633865639,0.2494246670043062,0.20814613651591757,1.6063203607098877,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,0.304920627278112,0.17091856261119803,0,4,3,3,4,3,3,1,1,5,5,4,8,0,3,3,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2577,535177100,-0.8560268704969581,-1.7121029669292611,-0.06371074714943886,-0.07694683350497365,0.4001637034420912,-0.4595161022706953,-1.2509063080076979,3.037948390229852,-0.513632700530217,-0.2830107870867095,0.7944610396532533,0.13890320872114303,0.4307033742260299,-0.7747143043018899,-0.106747708766684,-0.3180515418573445,-0.811347958871525,-0.24281984334203655,-1.0344983253651114,1.2445211308169444,0.20194404493759072,-0.18993854591549297,0.3750139707318351,0.6620024758797637,0.20086756378813195,0.3011349633865639,0.07068566868581945,-0.11223091365944962,-0.7103579668032565,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,2.1585487883600734,-1.3618671475697182,0,4,3,3,3,3,1,3,1,5,4,3,8,3,2,3,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2241,910205130,-0.1616337656318096,0.5031394558735148,0.6919503633084386,-0.7772085490709472,-0.5089231147173413,-0.7247326386408343,-1.6333236611949358,-0.5587742229484277,-0.050842998060648494,-0.2830107870867095,-0.1710837020348627,-0.32541140663255724,-0.6230763873498466,0.7473945890587934,-0.106747708766684,0.11958672347835451,-0.811347958871525,-0.24281984334203655,-1.0344983253651114,1.2445211308169444,1.419943814012159,-0.18993854591549297,-0.2651319637693444,-0.9092317955756015,0.18348594843920077,-1.007185866242067,-0.8734228865349054,1.561739173506844,-0.7103579668032565,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,-0.09365849345563908,-0.06580500493828036,-0.5954742924792601,0,4,3,3,3,3,1,4,1,3,4,3,8,0,1,3,3,3,0,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1143,531384030,0.06983060265657325,-0.4420306445223362,0.8495333509770936,0.6233148820609998,-0.5089231147173413,0.73395831139493,0.5177739504832779,0.2664232120370954,0.1986795604137272,-0.2830107870867095,-0.6109931053740745,-0.49705377628937536,-0.8160219774975424,1.163155814560091,-0.106747708766684,0.3147497336956257,-0.811347958871525,-0.24281984334203655,0.7735226114661854,1.2445211308169444,0.20194404493759072,-0.18993854591549297,-0.2651319637693444,-0.9092317955756015,0.2790848328583222,0.3011349633865639,0.04777041249114167,0.4003723666211379,0.3956691056868898,-0.3685274473139001,-0.10019464237103111,-0.2859124751199385,-0.06599749922443089,3.117227399611387,1.7878231561436813,0.17091856261119803,0,4,3,4,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
